symbol,timeframe,trades,longs,long_wr,shorts,short_wr,wr_fee,wr_nofee,wr_delta,net,fee,gross,profit_factor,sharpe,max_dd_pct,max_win_streak,max_lose_streak,tp,sl,cut,rev,filtered
ALLO,M15,107,59,44.07,48,43.75,43.93,48.6,4.67,162.5553,79.2082,241.7635,1.6288,0.8765,0.3567,5,6,3,104,0,0,169
XMR,M15,202,108,48.15,94,37.23,43.07,48.02,4.95,160.7834,148.1795,308.9629,1.4752,1.0843,0.5075,5,8,12,190,0,0,1182
ASR,M15,87,53,54.72,34,35.29,47.13,51.72,4.6,159.8041,63.3245,223.1286,1.8568,1.1166,0.4804,5,8,2,85,0,0,467
FIGHT,M15,84,44,43.18,40,45.0,44.05,46.43,2.38,157.7753,62.13,219.9053,1.6395,0.8346,0.5801,7,7,3,81,0,0,74
NXPC,M15,117,66,56.06,51,47.06,52.14,54.7,2.56,157.3397,85.6899,243.0296,1.7271,1.1365,0.4912,6,5,5,112,0,0,364
TAKE,M15,147,79,50.63,68,35.29,43.54,45.58,2.04,154.0519,107.8048,261.8567,1.3109,0.5309,1.6641,6,6,5,142,0,0,205
BNB,M15,84,26,50.0,58,44.83,46.43,53.57,7.14,152.9253,60.9829,213.9082,2.7445,1.6573,0.1516,4,8,5,79,0,0,1083
PUNDIX,M15,86,50,50.0,36,61.11,54.65,59.3,4.65,146.85,62.4569,209.3068,2.1327,1.4202,0.3254,6,5,7,79,0,0,424
TURTLE,M15,68,44,56.82,24,33.33,48.53,51.47,2.94,146.138,50.0499,196.1878,2.2558,1.1441,0.2924,4,8,4,64,0,0,187
GENIUS,M15,28,13,53.85,15,53.33,53.57,60.71,7.14,138.4403,20.4322,158.8725,3.9229,1.2178,0.2491,5,3,3,25,0,0,22
ASTER,M15,89,40,32.5,49,48.98,41.57,46.07,4.49,136.9296,64.8355,201.7651,1.6436,0.7418,0.5165,3,7,2,87,0,0,265
SYRUP,M15,182,94,34.04,88,43.18,38.46,46.15,7.69,134.8782,134.4476,269.3258,1.334,0.7443,0.436,7,8,8,174,0,0,345
XLM,M15,209,104,43.27,105,40.95,42.11,47.85,5.74,123.6029,153.2619,276.8648,1.303,0.5906,1.0987,8,10,9,199,1,0,927
CELO,M15,330,169,40.83,161,39.13,40.0,47.27,7.27,123.2552,245.2693,368.5246,1.1573,0.5265,1.3495,7,11,17,313,0,0,814
CHIP,M15,26,14,50.0,12,50.0,50.0,50.0,0.0,120.7573,19.1797,139.937,2.8401,0.8496,0.3368,4,4,1,25,0,0,22
SLP,M15,90,45,53.33,45,37.78,45.56,47.78,2.22,117.1083,64.645,181.7533,1.6697,0.9551,0.4013,6,6,5,85,0,0,328
WCT,M15,152,76,44.74,76,46.05,45.39,51.32,5.92,113.3471,110.818,224.1651,1.2624,0.3841,1.7995,6,7,10,140,2,0,364
BILL,M15,19,9,33.33,10,60.0,47.37,47.37,0.0,111.0592,13.8065,124.8657,2.6758,0.7448,0.3203,2,2,0,19,0,0,3
CC,M15,101,60,38.33,41,43.9,40.59,45.54,4.95,107.5528,72.9704,180.5231,1.3407,0.4064,1.1714,6,9,3,97,1,0,180
LIT,M15,94,55,41.82,39,43.59,42.55,45.74,3.19,106.1717,67.5785,173.7503,1.4156,0.677,0.3539,4,7,4,90,0,0,107
AIA,M15,78,40,50.0,38,39.47,44.87,48.72,3.85,102.2952,56.1927,158.4879,1.4669,0.6372,0.4312,4,5,2,76,0,0,78
KAT,M15,45,21,66.67,24,41.67,53.33,55.56,2.22,85.8088,32.6401,118.4489,1.7858,0.6739,0.204,5,3,2,43,0,0,69
TRUMP,M15,139,68,30.88,71,35.21,33.09,38.85,5.76,82.744,100.0535,182.7976,1.2405,0.4864,0.6045,3,9,7,132,0,0,494
GWEI,M15,94,50,42.0,44,34.09,38.3,39.36,1.06,79.7261,68.2868,148.0129,1.2363,0.366,0.7794,4,9,5,89,0,0,78
TRX,M15,41,14,42.86,27,51.85,48.78,56.1,7.32,71.3156,29.6266,100.9422,2.68,1.2608,0.1115,3,4,4,37,0,0,1054
AZTEC,M15,55,27,62.96,28,25.0,43.64,47.27,3.64,68.4551,39.5338,107.989,1.6705,0.7118,0.3141,5,5,5,50,0,0,66
CFG,M15,47,28,57.14,19,26.32,44.68,51.06,6.38,64.5986,34.1836,98.7822,1.5871,0.6007,0.3335,4,5,1,46,0,0,41
OPG,M15,23,11,36.36,12,50.0,43.48,43.48,0.0,59.5161,16.5175,76.0336,1.7424,0.5111,0.3246,3,3,1,22,0,0,15
JST,M15,67,41,36.59,26,50.0,41.79,46.27,4.48,59.1789,48.3877,107.5666,1.6995,0.8217,0.3993,5,5,4,63,0,0,434
ALL,M15,47,20,50.0,27,37.04,42.55,44.68,2.13,53.8559,33.6825,87.5384,1.8457,0.6199,0.1689,3,5,2,45,0,0,331
HOLO,M15,109,51,45.1,58,36.21,40.37,44.04,3.67,49.9718,78.2411,128.2129,1.2046,0.3624,0.5762,4,9,3,106,0,0,223
BTCDOM,M15,18,10,60.0,8,75.0,66.67,66.67,0.0,42.8372,12.9275,55.7647,3.8033,1.07,0.1112,4,2,0,18,0,0,1142
SPACE,M15,77,41,53.66,36,30.56,42.86,42.86,0.0,38.9949,54.8089,93.8038,1.1275,0.2135,1.3203,4,10,6,71,0,0,65
ESP,M15,39,22,27.27,17,52.94,38.46,46.15,7.69,35.5816,27.9975,63.5791,1.3281,0.3201,0.3447,3,5,1,38,0,0,80
ELSA,M15,45,27,51.85,18,5.56,33.33,42.22,8.89,26.6042,32.2271,58.8313,1.2322,0.2461,0.5816,5,9,2,43,0,0,112
MANTRA,M15,21,14,35.71,7,71.43,47.62,57.14,9.52,25.2741,15.0202,40.2943,1.9818,0.6059,0.073,2,2,2,19,0,0,83
PAXG,M15,5,1,100.0,4,50.0,60.0,100.0,40.0,22.4257,3.5791,26.0048,26.1314,0.7046,0.0064,1,1,0,5,0,0,480
AVNT,M15,135,72,48.61,63,31.75,40.74,45.19,4.44,14.4538,94.9957,109.4495,1.0386,0.0951,1.2683,7,7,3,132,0,0,188
OPN,M15,56,30,40.0,26,46.15,42.86,46.43,3.57,13.2964,40.1469,53.4434,1.0916,0.1342,0.324,3,5,3,53,0,0,61
AIGENSYN,M15,22,14,28.57,8,50.0,36.36,36.36,0.0,10.8165,15.8741,26.6906,1.1357,0.123,0.6654,4,11,1,21,0,0,10
ROBO,M15,48,24,50.0,24,29.17,39.58,39.58,0.0,6.662,34.2696,40.9317,1.0472,0.0661,0.4566,2,9,4,44,0,0,60
PRL,M15,21,11,54.55,10,20.0,38.1,38.1,0.0,5.3627,15.0835,20.4463,1.0745,0.0655,0.4709,2,6,2,19,0,0,37
BASED,M15,42,21,28.57,21,52.38,40.48,42.86,2.38,-19.2226,29.8411,10.6186,0.8954,-0.1365,0.603,3,6,1,41,0,0,29
NIGHT,M15,67,42,30.95,25,32.0,31.34,37.31,5.97,-19.7553,47.4821,27.7268,0.8943,-0.1748,0.8664,3,14,1,66,0,0,163
PHAROS,M15,9,4,25.0,5,0.0,11.11,11.11,0.0,-30.6865,6.3997,-24.2868,0.0583,-2.4564,0.3069,1,7,0,9,0,0,3
ZAMA,M15,67,39,43.59,28,25.0,35.82,37.31,1.49,-32.7723,47.7256,14.9533,0.8574,-0.2303,0.6285,4,6,1,66,0,0,110
STAR,M15,11,5,40.0,6,16.67,27.27,27.27,0.0,-40.3122,7.8248,-32.4874,0.5687,-0.3269,0.7724,1,3,1,9,1,0,7
